officename,pincode,officeType,Deliverystatus,divisionname,regionname,circlename,Taluk,Districtname,statename,Telephone,Related Suboffice,Related Headoffice,longitude,latitude,latitude,longitude
Jafarpur B.O,110073,B.O,Delivery,New Delhi West,Delhi,Delhi,New Delhi,South West Delhi,DELHI,NA,Ujwa S.O,Naraina Industrial Estate H.O,76.89404932000001,28.56790427,28.56790427,76.89404932000001
Jail Road S.O (West Delhi),110058,S.O,Non-Delivery,New Delhi West,Delhi,Delhi,New Delhi,West Delhi,DELHI,011-25620515,NA,Ramesh Nagar H.O,77.08833364285715,28.62013119591837,28.62013119591837,77.08833364285715
Janakpuri A-3 S.O,110058,S.O,Non-Delivery,New Delhi West,Delhi,Delhi,New Delhi,West Delhi,DELHI,011-25505835,NA,Ramesh Nagar H.O,77.08833364285715,28.62013119591837,28.62013119591837,77.08833364285715
Janakpuri B-1 S.O,110058,S.O,Delivery,New Delhi West,Delhi,Delhi,New Delhi,West Delhi,DELHI,011-25517046,NA,Ramesh Nagar H.O,77.08833364285715,28.62013119591837,28.62013119591837,77.08833364285715
Janakpuri C-4 S.O,110058,S.O,Non-Delivery,New Delhi West,Delhi,Delhi,New Delhi,West Delhi,DELHI,011-25526247,NA,Ramesh Nagar H.O,77.08833364285715,28.62013119591837,28.62013119591837,77.08833364285715
Janta Market S.O,110027,S.O,Non-Delivery,New Delhi West,Delhi,Delhi,New Delhi,West Delhi,DELHI,011-25453799,NA,Ramesh Nagar H.O,77.11824946875,28.64566818125,28.64566818125,77.11824946875
Jawala Heri B.O,110063,B.O,Non-Delivery,New Delhi West,Delhi,Delhi,New Delhi,West Delhi,DELHI,NA,Paschim Vihar S.O,Ramesh Nagar H.O,77.10556116333333,28.672188053333336,28.672188053333336,77.10556116333333
Jeevan Park B.O,110059,B.O,Non-Delivery,New Delhi West,Delhi,Delhi,New Delhi,West Delhi,DELHI,NA,Uttam Nagar S.O,Ramesh Nagar H.O,77.05336789859156,28.618884192957747,28.618884192957747,77.05336789859156
Jharoda Kalan B.O,110072,B.O,Non-Delivery,New Delhi West,Delhi,Delhi,NA,South West Delhi,DELHI,NA,CRPF Jharoda Kalan S.O,Naraina Industrial Estate H.O,76.95931584,28.651431,28.651431,76.95931584
Jhatikara B.O,110043,B.O,Delivery,New Delhi West,Delhi,Delhi,New Delhi,South West Delhi,DELHI,NA,Najafgarh S.O,Naraina Industrial Estate H.O,76.988517390625,28.6115143890625,28.6115143890625,76.988517390625
Jwala Puri S.O,110087,S.O,Non-Delivery,New Delhi West,Delhi,Delhi,New Delhi,West Delhi,DELHI,011-25253612,NA,Ramesh Nagar H.O,77.08902746461233,28.663521256660037,28.663521256660037,77.08902746461233
Kair B.O,110028,B.O directly a/w Head Office,Non-Delivery,New Delhi West,Delhi,Delhi,New Delhi,South West Delhi,DELHI,NA,NA,Naraina Industrial Estate H.O,77.14815102222222,28.62419901111111,28.62419901111111,77.14815102222222
Kakrola B.O,110078,B.O,Delivery,New Delhi West,Delhi,Delhi,New Delhi,South West Delhi,DELHI,NA,N.S.I.T. Dwarka S.O,Naraina Industrial Estate H.O,77.03918793559322,28.603695842372883,28.603695842372883,77.03918793559322
Kangan Heri B.O,110071,B.O,Non-Delivery,New Delhi West,Delhi,Delhi,New Delhi,South West Delhi,DELHI,NA,Chhawla S.O,Naraina Industrial Estate H.O,77.00766723333334,28.560235383333332,28.560235383333332,77.00766723333334
Karam Pura S.O,110015,S.O,Non-Delivery,New Delhi West,Delhi,Delhi,New Delhi,West Delhi,DELHI,011-25462422,NA,Ramesh Nagar H.O,123.44860605,41.769265,41.769265,123.44860605
Khaira B.O,110028,B.O directly a/w Head Office,Non-Delivery,New Delhi West,Delhi,Delhi,New Delhi,South West Delhi,DELHI,NA,NA,Naraina Industrial Estate H.O,77.14815102222222,28.62419901111111,28.62419901111111,77.14815102222222
Khera Dabur B.O,110073,B.O,Non-Delivery,New Delhi West,Delhi,Delhi,New Delhi,South West Delhi,DELHI,NA,Ujwa S.O,Naraina Industrial Estate H.O,76.89404932000001,28.56790427,28.56790427,76.89404932000001
Khyala Phase -  I S.O,110018,S.O,Non-Delivery,New Delhi West,Delhi,Delhi,New Delhi,West Delhi,DELHI,011-25988386,NA,Ramesh Nagar H.O,77.08287442068965,28.637551937931036,28.637551937931036,77.08287442068965
Khyala Phase - II S.O,110018,S.O,Non-Delivery,New Delhi West,Delhi,Delhi,New Delhi,West Delhi,DELHI,011-28331473,NA,Ramesh Nagar H.O,77.08287442068965,28.637551937931036,28.637551937931036,77.08287442068965
L. M. Nagar Indl. Area S.O,110015,S.O,Non-Delivery,New Delhi West,Delhi,Delhi,New Delhi,West Delhi,DELHI,011-25165729,NA,Ramesh Nagar H.O,123.44860605,41.769265,41.769265,123.44860605
M.B.S. Nagar S.O,110018,S.O,Non-Delivery,New Delhi West,Delhi,Delhi,New Delhi,West Delhi,DELHI,011-28333481,NA,Ramesh Nagar H.O,77.08287442068965,28.637551937931036,28.637551937931036,77.08287442068965
Madipur Slum Quarter S.O,110063,S.O,Non-Delivery,New Delhi West,Delhi,Delhi,New Delhi,West Delhi,DELHI,011-25218366,NA,Ramesh Nagar H.O,77.10556116333333,28.672188053333336,28.672188053333336,77.10556116333333
Madipur Village S.O,110063,S.O,Non-Delivery,New Delhi West,Delhi,Delhi,New Delhi,West Delhi,DELHI,011-25217006,NA,Ramesh Nagar H.O,77.10556116333333,28.672188053333336,28.672188053333336,77.10556116333333
Mahabir Nagar S.O,110018,S.O,Non-Delivery,New Delhi West,Delhi,Delhi,New Delhi,West Delhi,DELHI,011-25995669,NA,Ramesh Nagar H.O,77.08287442068965,28.637551937931036,28.637551937931036,77.08287442068965
Malik Pur B.O,110073,B.O,Non-Delivery,New Delhi West,Delhi,Delhi,New Delhi,South West Delhi,DELHI,NA,Ujwa S.O,Naraina Industrial Estate H.O,76.89404932000001,28.56790427,28.56790427,76.89404932000001
Mansarover Garden S.O,110015,S.O,Non-Delivery,New Delhi West,Delhi,Delhi,New Delhi,West Delhi,DELHI,011-25911245,NA,Ramesh Nagar H.O,123.44860605,41.769265,41.769265,123.44860605
Matiala B.O,110059,B.O,Non-Delivery,New Delhi West,Delhi,Delhi,New Delhi,West Delhi,DELHI,NA,D. K. Mohan Garden S.O,Ramesh Nagar H.O,77.05336789859156,28.618884192957747,28.618884192957747,77.05336789859156
Maya Puri S.O,110064,S.O,Delivery,New Delhi West,Delhi,Delhi,New Delhi,South West Delhi,DELHI,011-28111153,NA,Naraina Industrial Estate H.O,77.11286462222222,28.62594841111111,28.62594841111111,77.11286462222222
Mayapuri Shopping Centre S.O,110064,S.O,Non-Delivery,New Delhi West,Delhi,Delhi,New Delhi,South West Delhi,DELHI,011-25134695,NA,Naraina Industrial Estate H.O,77.11286462222222,28.62594841111111,28.62594841111111,77.11286462222222
Mitraon B.O,110043,B.O,Delivery,New Delhi West,Delhi,Delhi,New Delhi,South West Delhi,DELHI,NA,Najafgarh S.O,Naraina Industrial Estate H.O,76.988517390625,28.6115143890625,28.6115143890625,76.988517390625
Mundela Kalan B.O,110073,B.O,Delivery,New Delhi West,Delhi,Delhi,New Delhi,South West Delhi,DELHI,NA,Ujwa S.O,Naraina Industrial Estate H.O,76.89404932000001,28.56790427,28.56790427,76.89404932000001
Mundka B.O,110041,B.O,Non-Delivery,New Delhi West,Delhi,Delhi,New Delhi,West Delhi,DELHI,NA,Nangloi S.O,Ramesh Nagar H.O,-74.1188108,4.7106934,4.7106934,-74.1188108
N.I.Area S.O,110015,S.O,Non-Delivery,New Delhi West,Delhi,Delhi,New Delhi,West Delhi,DELHI,011-25462422,NA,Ramesh Nagar H.O,123.44860605,41.769265,41.769265,123.44860605
N.S.I.T. Dwarka S.O,110078,S.O,Delivery,New Delhi West,Delhi,Delhi,New Delhi,South West Delhi,DELHI,011-25099117,NA,Naraina Industrial Estate H.O,77.03918793559322,28.603695842372883,28.603695842372883,77.03918793559322
Najafgarh S.O,110043,S.O,Delivery,New Delhi West,Delhi,Delhi,New Delhi,South West Delhi,DELHI,011-25016221,NA,Naraina Industrial Estate H.O,76.988517390625,28.6115143890625,28.6115143890625,76.988517390625
Nangal Raya S.O,110046,S.O,Delivery,New Delhi West,Delhi,Delhi,New Delhi,South West Delhi,DELHI,011-28520760,NA,Naraina Industrial Estate H.O,77.10158174,28.60694328,28.60694328,77.10158174
Nangloi - II B.O,110041,B.O,Non-Delivery,New Delhi West,Delhi,Delhi,New Delhi,West Delhi,DELHI,NA,Nangloi - III S.O,Ramesh Nagar H.O,-74.1188108,4.7106934,4.7106934,-74.1188108
Nangloi - III S.O,110041,S.O,Non-Delivery,New Delhi West,Delhi,Delhi,New Delhi,West Delhi,DELHI,011-25483404,NA,Ramesh Nagar H.O,-74.1188108,4.7106934,4.7106934,-74.1188108
Nangloi S.O,110041,S.O,Delivery,New Delhi West,Delhi,Delhi,New Delhi,West Delhi,DELHI,011-2543994,NA,Ramesh Nagar H.O,-74.1188108,4.7106934,4.7106934,-74.1188108
Naraina Industrial Estate H.O,110028,H.O,Delivery,New Delhi West,Delhi,Delhi,New Delhi,South West Delhi,DELHI,011-25896286,NA,NA,77.14815102222222,28.62419901111111,28.62419901111111,77.14815102222222
Naraina Village S.O,110028,S.O,Non-Delivery,New Delhi West,Delhi,Delhi,New Delhi,South West Delhi,DELHI,011-25776371,NA,Naraina Industrial Estate H.O,77.14815102222222,28.62419901111111,28.62419901111111,77.14815102222222
Nasirpur B.O,110045,B.O,Non-Delivery,New Delhi West,Delhi,Delhi,New Delhi,South West Delhi,DELHI,NA,Palam Village S.O,Naraina Industrial Estate H.O,77.08335386944444,28.593373477777778,28.593373477777778,77.08335386944444
Nilothi B.O,110041,B.O,Non-Delivery,New Delhi West,Delhi,Delhi,New Delhi,West Delhi,DELHI,NA,Nangloi S.O,Ramesh Nagar H.O,-74.1188108,4.7106934,4.7106934,-74.1188108
Palam Extn (Harijan Basti) S.O,110077,S.O,Non-Delivery,New Delhi West,Delhi,Delhi,NA,West Delhi,DELHI,011-25799134,NA,Naraina Industrial Estate H.O,77.06631420714285,28.57381284285714,28.57381284285714,77.06631420714285
Palam Village S.O,110045,S.O,Delivery,New Delhi West,Delhi,Delhi,New Delhi,South West Delhi,DELHI,011-25051003,NA,Naraina Industrial Estate H.O,77.08335386944444,28.593373477777778,28.593373477777778,77.08335386944444
Pandwala Kalan B.O,110043,B.O,Delivery,New Delhi West,Delhi,Delhi,New Delhi,South West Delhi,DELHI,NA,Najafgarh S.O,Naraina Industrial Estate H.O,76.988517390625,28.6115143890625,28.6115143890625,76.988517390625
Papravat B.O,110043,B.O,Non-Delivery,New Delhi West,Delhi,Delhi,New Delhi,South West Delhi,DELHI,NA,Najafgarh S.O,Naraina Industrial Estate H.O,76.988517390625,28.6115143890625,28.6115143890625,76.988517390625
Paschim Vihar B Block S.O,110063,S.O,Non-Delivery,New Delhi West,Delhi,Delhi,New Delhi,West Delhi,DELHI,011-25256522,NA,Ramesh Nagar H.O,77.10556116333333,28.672188053333336,28.672188053333336,77.10556116333333
Paschim Vihar S.O,110063,S.O,Delivery,New Delhi West,Delhi,Delhi,New Delhi,West Delhi,DELHI,011-25260120,NA,Ramesh Nagar H.O,77.10556116333333,28.672188053333336,28.672188053333336,77.10556116333333
Peeragarhi B.O,110063,B.O,Non-Delivery,New Delhi West,Delhi,Delhi,New Delhi,West Delhi,DELHI,NA,Madipur Village S.O,Ramesh Nagar H.O,77.10556116333333,28.672188053333336,28.672188053333336,77.10556116333333
Punjabi Bagh S.O,110026,S.O,Delivery,New Delhi West,Delhi,Delhi,NA,West Delhi,DELHI,011-28311506,NA,Ramesh Nagar H.O,77.13787907333334,28.658232113333334,28.658232113333334,77.13787907333334
Punjabi Bagh Sec - III S.O,110026,S.O,Non-Delivery,New Delhi West,Delhi,Delhi,New Delhi,West Delhi,DELHI,011-25226661,NA,Ramesh Nagar H.O,77.13787907333334,28.658232113333334,28.658232113333334,77.13787907333334
Quazipur B.O,110073,B.O,Non-Delivery,New Delhi West,Delhi,Delhi,New Delhi,South West Delhi,DELHI,NA,Ujwa S.O,Naraina Industrial Estate H.O,76.89404932000001,28.56790427,28.56790427,76.89404932000001
Raj Nagar - II S.O,110077,S.O,Delivery,New Delhi West,Delhi,Delhi,New Delhi,South West Delhi,DELHI,011-25366443,NA,Naraina Industrial Estate H.O,77.06631420714285,28.57381284285714,28.57381284285714,77.06631420714285
Rajouri Garden J-6 S.O,110027,S.O,Non-Delivery,New Delhi West,Delhi,Delhi,New Delhi,West Delhi,DELHI,011-25931193,NA,Ramesh Nagar H.O,77.11824946875,28.64566818125,28.64566818125,77.11824946875
Rajouri Market S.O,110027,S.O,Non-Delivery,New Delhi West,Delhi,Delhi,New Delhi,West Delhi,DELHI,011-25100881,NA,Ramesh Nagar H.O,77.11824946875,28.64566818125,28.64566818125,77.11824946875
Ramesh Nagar H.O,110015,H.O,Delivery,New Delhi West,Delhi,Delhi,New Delhi,West Delhi,DELHI,011-25932736,NA,NA,123.44860605,41.769265,41.769265,123.44860605
Ranhola B.O,110041,B.O,Non-Delivery,New Delhi West,Delhi,Delhi,New Delhi,West Delhi,DELHI,NA,Nangloi S.O,Ramesh Nagar H.O,-74.1188108,4.7106934,4.7106934,-74.1188108
Raota B.O,110073,B.O,Non-Delivery,New Delhi West,Delhi,Delhi,New Delhi,South West Delhi,DELHI,NA,Ujwa S.O,Naraina Industrial Estate H.O,76.89404932000001,28.56790427,28.56790427,76.89404932000001
Rewla Khanpur B.O,110043,B.O,Non-Delivery,New Delhi West,Delhi,Delhi,New Delhi,South West Delhi,DELHI,NA,Najafgarh S.O,Naraina Industrial Estate H.O,76.988517390625,28.6115143890625,28.6115143890625,76.988517390625
Sagarpur S.O,110046,S.O,Non-Delivery,New Delhi West,Delhi,Delhi,New Delhi,South West Delhi,DELHI,011-25394686,NA,Naraina Industrial Estate H.O,77.10158174,28.60694328,28.60694328,77.10158174
Shivaji Park S.O (West Delhi),110026,S.O,Non-Delivery,New Delhi West,Delhi,Delhi,New Delhi,West Delhi,DELHI,011-25226626,NA,Ramesh Nagar H.O,77.13787907333334,28.658232113333334,28.658232113333334,77.13787907333334
Subhash Nagar S.O (West Delhi),110027,S.O,Non-Delivery,New Delhi West,Delhi,Delhi,New Delhi,West Delhi,DELHI,011-25146725,NA,Ramesh Nagar H.O,77.11824946875,28.64566818125,28.64566818125,77.11824946875
Subhash Nagar West S.O,110027,S.O,Non-Delivery,New Delhi West,Delhi,Delhi,New Delhi,West Delhi,DELHI,011-25136282,NA,Ramesh Nagar H.O,77.11824946875,28.64566818125,28.64566818125,77.11824946875
Sunder Vihar S.O,110087,S.O,Delivery,New Delhi West,Delhi,Delhi,New Delhi,West Delhi,DELHI,011-25254434,NA,Ramesh Nagar H.O,77.08902746461233,28.663521256660037,28.663521256660037,77.08902746461233
Surehra B.O,110043,B.O,Non-Delivery,New Delhi West,Delhi,Delhi,New Delhi,South West Delhi,DELHI,NA,Najafgarh S.O,Naraina Industrial Estate H.O,76.988517390625,28.6115143890625,28.6115143890625,76.988517390625
Tagore Garden S.O,110027,S.O,Delivery,New Delhi West,Delhi,Delhi,New Delhi,West Delhi,DELHI,011-25100850,NA,Ramesh Nagar H.O,77.11824946875,28.64566818125,28.64566818125,77.11824946875
Tikri Kalan B.O,110041,B.O,Non-Delivery,New Delhi West,Delhi,Delhi,New Delhi,West Delhi,DELHI,NA,Nangloi S.O,Ramesh Nagar H.O,-74.1188108,4.7106934,4.7106934,-74.1188108
Tilak Nagar East S.O,110018,S.O,Non-Delivery,New Delhi West,Delhi,Delhi,New Delhi,West Delhi,DELHI,011-25997370,NA,Ramesh Nagar H.O,77.08287442068965,28.637551937931036,28.637551937931036,77.08287442068965
Tilak Nagar S.O (West Delhi),110018,S.O,Delivery,New Delhi West,Delhi,Delhi,New Delhi,West Delhi,DELHI,011-25990930,NA,Ramesh Nagar H.O,77.08287442068965,28.637551937931036,28.637551937931036,77.08287442068965
Tilangpur Kotla B.O,110043,B.O,Delivery,New Delhi West,Delhi,Delhi,New Delhi,South West Delhi,DELHI,NA,Najafgarh S.O,Naraina Industrial Estate H.O,76.988517390625,28.6115143890625,28.6115143890625,76.988517390625
Ujwa S.O,110073,S.O,Delivery,New Delhi West,Delhi,Delhi,New Delhi,South West Delhi,DELHI,011-24914146,NA,Naraina Industrial Estate H.O,76.89404932000001,28.56790427,28.56790427,76.89404932000001
Uttam Nagar S.O,110059,S.O,Non-Delivery,New Delhi West,Delhi,Delhi,New Delhi,West Delhi,DELHI,011-28563854,NA,Ramesh Nagar H.O,77.05336789859156,28.618884192957747,28.618884192957747,77.05336789859156
Vikas Puri S.O,110018,S.O,Non-Delivery,New Delhi West,Delhi,Delhi,New Delhi,West Delhi,DELHI,011-28547882,NA,Ramesh Nagar H.O,77.08287442068965,28.637551937931036,28.637551937931036,77.08287442068965
Vishnu Garden S.O,110018,S.O,Non-Delivery,New Delhi West,Delhi,Delhi,New Delhi,West Delhi,DELHI,011-25986367,NA,Ramesh Nagar H.O,77.08287442068965,28.637551937931036,28.637551937931036,77.08287442068965
Zakhira S.O,110015,S.O,Non-Delivery,New Delhi West,Delhi,Delhi,New Delhi,West Delhi,DELHI,011-25178487,NA,Ramesh Nagar H.O,123.44860605,41.769265,41.769265,123.44860605
Ambawadi S.O (Ahmedabad),380006,S.O,Non-Delivery,Ahmedabad City,Ahmedabad HQ,Gujarat,Ahmadabad City,Ahmedabad,GUJARAT,079-26441485,NA,Navrangpura H.O,72.56313467857143,23.021790264285713,23.021790264285713,72.56313467857143
Ambli B.O,380058,B.O,Delivery,Ahmedabad City,Ahmedabad HQ,Gujarat,Daskroi,Ahmedabad,GUJARAT,NA,Bopal S.O,Navrangpura H.O,72.4691717595238,23.023839892857143,23.023839892857143,72.4691717595238
Amraiwadi S.O,380026,S.O,Delivery,Ahmedabad City,Ahmedabad HQ,Gujarat,Ahmadabad City,Ahmedabad,GUJARAT,079-22782047,NA,Ahmedabad G.P.O. ,72.629208925,23.00245003125,23.00245003125,72.629208925
Anandnagar S.O (Ahmedabad),380007,S.O,Non-Delivery,Ahmedabad City,Ahmedabad HQ,Gujarat,Ahmadabad City,Ahmedabad,GUJARAT,079-26601540,NA,Navrangpura H.O,72.55827237000001,23.01233181,23.01233181,72.55827237000001
Asarwa Chakla S.O,380016,S.O,Non-Delivery,Ahmedabad City,Ahmedabad HQ,Gujarat,Ahmadabad City,Ahmedabad,GUJARAT,079-22137827,NA,Revdibazar H.O,72.60566932173913,23.054594873913043,23.054594873913043,72.60566932173913
Asarwa Ext South S.O,380024,S.O,Non-Delivery,Ahmedabad City,Ahmedabad HQ,Gujarat,Ahmadabad City,Ahmedabad,GUJARAT,079-22762292,NA,Revdibazar H.O,72.61842378125,23.0331411625,23.0331411625,72.61842378125
Ashram Road P.O,380009,S.O,Non-Delivery,Ahmedabad City,Ahmedabad HQ,Gujarat,City Ahmedabad,Ahmedabad,GUJARAT,079-27546552,NA,Navrangpura H.O,72.55825712192983,23.03578463070175,23.03578463070175,72.55825712192983
Aslali S.O,382427,S.O,Delivery,Ahmedabad City,Ahmedabad HQ,Gujarat,Daskroi,Ahmedabad,GUJARAT,02718-262220,NA,Ahmedabad G.P.O. ,72.58722685,22.90402725,22.90402725,72.58722685
Azad Society S.O,380015,S.O,Non-Delivery,Ahmedabad City,Ahmedabad HQ,Gujarat,Ahmadabad City,Ahmedabad,GUJARAT,079-26304221,NA,Navrangpura H.O,72.52870403398693,23.02260021111111,23.02260021111111,72.52870403398693
Bakrol B.O,382430,B.O,Delivery,Ahmedabad City,Ahmedabad HQ,Gujarat,Dascroi,Ahmedabad,GUJARAT,NA,Kathwada Maize Product S.O,Revdibazar H.O,72.71690176,23.027234959999998,23.027234959999998,72.71690176
Bakrol B.O,382210,B.O,Delivery,Ahmedabad City,Ahmedabad HQ,Gujarat,Dascroi,Ahmedabad,GUJARAT,NA,Sarkhej S.O,Navrangpura H.O,72.42330891747213,22.964185562453533,22.964185562453533,72.42330891747213
Bapunagar S.O,380024,S.O,Non-Delivery,Ahmedabad City,Ahmedabad HQ,Gujarat,Ahmadabad City,Ahmedabad,GUJARAT,079-22741545,NA,Revdibazar H.O,72.61842378125,23.0331411625,23.0331411625,72.61842378125
Bareja S.O (Ahmedabad),382425,S.O,Delivery,Ahmedabad City,Ahmedabad HQ,Gujarat,Dasroi,Ahmedabad,GUJARAT,02718-282287,NA,Ahmedabad G.P.O. ,72.55972615,22.870792675,22.870792675,72.55972615
Behrampura S.O,380022,S.O,Delivery,Ahmedabad City,Ahmedabad HQ,Gujarat,Ahmadabad City,Ahmedabad,GUJARAT,079-25398668,NA,Ahmedabad G.P.O. ,72.58901556666666,23.003681241666666,23.003681241666666,72.58901556666666
Bhairavnath Road S.O,380028,S.O,Non-Delivery,Ahmedabad City,Ahmedabad HQ,Gujarat,Ahmadabad City,Ahmedabad,GUJARAT,079-25430125,NA,Ahmedabad G.P.O. ,72.59325491052631,23.002194936842105,23.002194936842105,72.59325491052631
Bhat B.O,382210,B.O,Delivery,Ahmedabad City,Ahmedabad HQ,Gujarat,Dascroi,Ahmedabad,GUJARAT,NA,Sarkhej S.O,Navrangpura H.O,72.42330891747213,22.964185562453533,22.964185562453533,72.42330891747213
Bhavda B.O,382433,B.O,Delivery,Ahmedabad City,Ahmedabad HQ,Gujarat,Dascroi,Ahmedabad,GUJARAT,NA,Kuha S.O,Revdibazar H.O,72.67230694285715,23.000523742857144,23.000523742857144,72.67230694285715
Bhuvaldi B.O,382430,B.O,Delivery,Ahmedabad City,Ahmedabad HQ,Gujarat,Dascroi,Ahmedabad,GUJARAT,NA,Kathwada Maize Product S.O,Revdibazar H.O,72.71690176,23.027234959999998,23.027234959999998,72.71690176
Bilasia B.O,382330,B.O,Delivery,Ahmedabad City,Ahmedabad HQ,Gujarat,Daskroi,Ahmedabad,GUJARAT,NA,Naroda I E S.O,Revdibazar H.O,72.6835154625,23.0840070125,23.0840070125,72.6835154625
Bodakdev S.O,380054,S.O,Delivery,Ahmedabad City,Ahmedabad HQ,Gujarat,Ahmadabad City,Ahmedabad,GUJARAT,079-26853461,NA,Navrangpura H.O,72.5305283779661,23.04526573559322,23.04526573559322,72.5305283779661
Bopal S.O,380058,S.O,Delivery,Ahmedabad City,Ahmedabad HQ,Gujarat,Daskroi,Ahmedabad,GUJARAT,02717-237260,NA,Navrangpura H.O,72.4691717595238,23.023839892857143,23.023839892857143,72.4691717595238
Calico Mills S.O,380022,S.O,Non-Delivery,Ahmedabad City,Ahmedabad HQ,Gujarat,Ahmadabad City,Ahmedabad,GUJARAT,079-25384816,NA,Ahmedabad G.P.O. ,72.58901556666666,23.003681241666666,23.003681241666666,72.58901556666666
Cantonment S.O,380004,S.O,Non-Delivery,Ahmedabad City,Ahmedabad HQ,Gujarat,Ahmadabad City,Ahmedabad,GUJARAT,079-22865702,NA,Revdibazar H.O,72.59021720652174,23.04943843478261,23.04943843478261,72.59021720652174
Chamla B.O,382433,B.O,Delivery,Ahmedabad City,Ahmedabad HQ,Gujarat,Dehgam,Gandhi Nagar,GUJARAT,NA,Kuha S.O,Revdibazar H.O,72.67230694285715,23.000523742857144,23.000523742857144,72.67230694285715
Chandial B.O,382433,B.O,Delivery,Ahmedabad City,Ahmedabad HQ,Gujarat,Dascroi,Ahmedabad,GUJARAT,NA,Kuha S.O,Revdibazar H.O,72.67230694285715,23.000523742857144,23.000523742857144,72.67230694285715
Chandkheda B.O,382424,B.O,Delivery,Ahmedabad City,Ahmedabad HQ,Gujarat,Gandhinagar,Ahmedabad,GUJARAT,NA,Chandkheda Society Area S.O,Navrangpura H.O,72.5904068939394,23.112683396969697,23.112683396969697,72.5904068939394
Chandkheda Society Area S.O,382424,S.O,Delivery,Ahmedabad City,Ahmedabad HQ,Gujarat,Gandhinagar,Ahmedabad,GUJARAT,079-23296952,NA,Navrangpura H.O,72.5904068939394,23.112683396969697,23.112683396969697,72.5904068939394
Chaulaj B.O,382433,B.O,Delivery,Ahmedabad City,Ahmedabad HQ,Gujarat,Daskroi,Ahmedabad,GUJARAT,NA,Kuha S.O,Revdibazar H.O,72.67230694285715,23.000523742857144,23.000523742857144,72.67230694285715
Civil Hospital S.O,380016,S.O,Delivery,Ahmedabad City,Ahmedabad HQ,Gujarat,Ahmadabad City,Ahmedabad,GUJARAT,079-22683806,NA,Revdibazar H.O,72.60566932173913,23.054594873913043,23.054594873913043,72.60566932173913
Ctm Char Rasta S.O,380026,S.O,Non-Delivery,Ahmedabad City,Ahmedabad HQ,Gujarat,Ahmadabad City,Ahmedabad,GUJARAT,079-25850026,NA,Ahmedabad G.P.O. ,72.629208925,23.00245003125,23.00245003125,72.629208925
D Cabin S.O,380019,S.O,Non-Delivery,Ahmedabad City,Ahmedabad HQ,Gujarat,Ahmadabad City,Ahmedabad,GUJARAT,079-27501590,NA,Navrangpura H.O,72.57055785,23.1026007,23.1026007,72.57055785
Dariapur S.O (Ahmedabad),380001,S.O,Non-Delivery,Ahmedabad City,Ahmedabad HQ,Gujarat,Ahmadabad City,Ahmedabad,GUJARAT,079-22139505,NA,Ahmedabad G.P.O. ,72.59145705529411,23.022374751764705,23.022374751764705,72.59145705529411
Darpan Society S.O,380009,S.O,Non-Delivery,Ahmedabad City,Ahmedabad HQ,Gujarat,City Taluka,Ahmedabad,GUJARAT,079-27913881,NA,Navrangpura H.O,72.55825712192983,23.03578463070175,23.03578463070175,72.55825712192983
Daxini Society S.O,380008,S.O,Non-Delivery,Ahmedabad City,Ahmedabad HQ,Gujarat,Ahmadabad City,Ahmedabad,GUJARAT,079-25451894,NA,Ahmedabad G.P.O. ,72.60806179514563,22.9970527592233,22.9970527592233,72.60806179514563
Delhi Gate S.O (Ahmedabad),380004,S.O,Non-Delivery,Ahmedabad City,Ahmedabad HQ,Gujarat,Ahmadabad City,Ahmedabad,GUJARAT,079-25626995,NA,Revdibazar H.O,72.59021720652174,23.04943843478261,23.04943843478261,72.59021720652174
Dhamatvan B.O,382435,B.O,Delivery,Ahmedabad City,Ahmedabad HQ,Gujarat,Dascroi,Ahmedabad,GUJARAT,NA,Nandej S.O,Ahmedabad G.P.O. ,72.68516675,22.904451225,22.904451225,72.68516675
District Court S.O (Ahmedabad),380001,S.O,Non-Delivery,Ahmedabad City,Ahmedabad HQ,Gujarat,Ahmadabad City,Ahmedabad,GUJARAT,079-25507705,NA,Ahmedabad G.P.O. ,72.59145705529411,23.022374751764705,23.022374751764705,72.59145705529411
Dudheshwar Tavdipura S.O,380004,S.O,Non-Delivery,Ahmedabad City,Ahmedabad HQ,Gujarat,Ahmadabad City,Ahmedabad,GUJARAT,079-25626100,NA,Revdibazar H.O,72.59021720652174,23.04943843478261,23.04943843478261,72.59021720652174
Ellisbridge S.O,380006,S.O,Delivery,Ahmedabad City,Ahmedabad HQ,Gujarat,Ahmadabad City,Ahmedabad,GUJARAT,079-26576377,NA,Navrangpura H.O,72.56313467857143,23.021790264285713,23.021790264285713,72.56313467857143
Fatewadi B.O,382210,B.O,Delivery,Ahmedabad City,Ahmedabad HQ,Gujarat,Daskroi,Ahmedabad,GUJARAT,NA,Sarkhej S.O,Navrangpura H.O,72.42330891747213,22.964185562453533,22.964185562453533,72.42330891747213
Gamdi B.O,382435,B.O,Delivery,Ahmedabad City,Ahmedabad HQ,Gujarat,Dascroi,Ahmedabad,GUJARAT,NA,Nandej S.O,Ahmedabad G.P.O. ,72.68516675,22.904451225,22.904451225,72.68516675
