officename,pincode,officeType,Deliverystatus,divisionname,regionname,circlename,Taluk,Districtname,statename,Telephone,Related Suboffice,Related Headoffice,longitude,latitude,latitude,longitude
Jahangir Puri A Block S.O,110033,S.O,Non-Delivery,Delhi North,Delhi,Delhi,Delhi,North West Delhi,DELHI,011-27637286,NA,Ashok Vihar H.O,77.16932301207243,28.72798128229376,28.72798128229376,77.16932301207243
Jahangir Puri D Block S.O,110033,S.O,Non-Delivery,Delhi North,Delhi,Delhi,Delhi,North West Delhi,DELHI,011-27638684,NA,Ashok Vihar H.O,77.16932301207243,28.72798128229376,28.72798128229376,77.16932301207243
Jahangir Puri H Block S.O,110033,S.O,Non-Delivery,Delhi North,Delhi,Delhi,Delhi,North West Delhi,DELHI,011-27638267,NA,Ashok Vihar H.O,77.16932301207243,28.72798128229376,28.72798128229376,77.16932301207243
Jat Khore B.O,110039,B.O,Delivery,Delhi North,Delhi,Delhi,Delhi,North West Delhi,DELHI,NA,Bawana S.O,Ashok Vihar H.O,77.04005747692307,28.798933269230773,28.798933269230773,77.04005747692307
Jaunti B.O,110081,B.O,Delivery,Delhi North,Delhi,Delhi,Delhi,North West Delhi,DELHI,NA,Kanjhawla S.O,Ashok Vihar H.O,77.00678976428571,28.718714621428575,28.718714621428575,77.00678976428571
Jawahar Nagar S.O (North Delhi),110007,S.O,Non-Delivery,Delhi North,Delhi,Delhi,NA,North Delhi,DELHI,011-23853928,NA,Delhi G.P.O. ,77.20264765945946,28.68037181081081,28.68037181081081,77.20264765945946
Jharoda Majraa B.O,110084,B.O,Delivery,Delhi North,Delhi,Delhi,Delhi,North Delhi,DELHI,NA,Burari S.O,Delhi G.P.O. ,77.20272625714286,28.73904674285714,28.73904674285714,77.20272625714286
Kadipur B.O,110036,B.O,Delivery,Delhi North,Delhi,Delhi,Delhi,North West Delhi,DELHI,NA,Alipur S.O,Ashok Vihar H.O,123.4007625,41.8314277,41.8314277,123.4007625
Kamla Nagar S.O (North Delhi),110007,S.O,Non-Delivery,Delhi North,Delhi,Delhi,Delhi,North Delhi,DELHI,011-23844644,NA,Delhi G.P.O. ,77.20264765945946,28.68037181081081,28.68037181081081,77.20264765945946
Kanjhawla S.O,110081,S.O,Delivery,Delhi North,Delhi,Delhi,Delhi,North West Delhi,DELHI,011-23953477,NA,Ashok Vihar H.O,77.00678976428571,28.718714621428575,28.718714621428575,77.00678976428571
Kanya Gurukul B.O,110040,B.O,Delivery,Delhi North,Delhi,Delhi,Delhi,North West Delhi,DELHI,NA,Narela S.O,Ashok Vihar H.O,77.08963523636363,28.84840086818182,28.84840086818182,77.08963523636363
Karala B.O,110081,B.O,Delivery,Delhi North,Delhi,Delhi,Delhi,North West Delhi,DELHI,NA,Kanjhawla S.O,Ashok Vihar H.O,77.00678976428571,28.718714621428575,28.718714621428575,77.00678976428571
Katewara B.O,110039,B.O,Delivery,Delhi North,Delhi,Delhi,Delhi,North West Delhi,DELHI,NA,Bawana S.O,Ashok Vihar H.O,77.04005747692307,28.798933269230773,28.798933269230773,77.04005747692307
Keshav Puram S.O (North West Delhi),110035,S.O,Non-Delivery,Delhi North,Delhi,Delhi,Delhi,North West Delhi,DELHI,011-27151947,NA,Ashok Vihar H.O,123.4635739,41.73350655,41.73350655,123.4635739
Khampur B.O,110036,B.O,Delivery,Delhi North,Delhi,Delhi,Delhi,North West Delhi,DELHI,NA,Alipur S.O,Ashok Vihar H.O,123.4007625,41.8314277,41.8314277,123.4007625
Khera Kalan S.O,110082,S.O,Delivery,Delhi North,Delhi,Delhi,Delhi,North West Delhi,DELHI,011-27843252,NA,Ashok Vihar H.O,77.10231455,28.7916098,28.7916098,77.10231455
Khera Khurd B.O,110082,B.O,Delivery,Delhi North,Delhi,Delhi,Delhi,North West Delhi,DELHI,NA,Khera Kalan S.O,Ashok Vihar H.O,77.10231455,28.7916098,28.7916098,77.10231455
Lad Pur B.O,110081,B.O,Delivery,Delhi North,Delhi,Delhi,Delhi,North West Delhi,DELHI,NA,Kanjhawla S.O,Ashok Vihar H.O,77.00678976428571,28.718714621428575,28.718714621428575,77.00678976428571
Lampur B.O,110040,B.O,Delivery,Delhi North,Delhi,Delhi,Delhi,North West Delhi,DELHI,NA,Narela S.O,Ashok Vihar H.O,77.08963523636363,28.84840086818182,28.84840086818182,77.08963523636363
Majnu ka Tila B.O,110054,B.O,Delivery,Delhi North,Delhi,Delhi,Delhi,North Delhi,DELHI,NA,Civil Lines S.O (North Delhi),Delhi G.P.O. ,77.222211552,28.684233368,28.684233368,77.222211552
Majra Dabas B.O,110081,B.O,Delivery,Delhi North,Delhi,Delhi,Delhi,North West Delhi,DELHI,NA,Kanjhawla S.O,Ashok Vihar H.O,77.00678976428571,28.718714621428575,28.718714621428575,77.00678976428571
Malka Ganj S.O,110007,S.O,Delivery,Delhi North,Delhi,Delhi,Delhi,North Delhi,DELHI,011-23851125,NA,Delhi G.P.O. ,77.20264765945946,28.68037181081081,28.68037181081081,77.20264765945946
Mangolpuri A Block S.O,110083,S.O,Non-Delivery,Delhi North,Delhi,Delhi,Delhi,North West Delhi,DELHI,011-27918548,NA,Ashok Vihar H.O,77.08810756666666,28.6925052,28.6925052,77.08810756666666
Mangolpuri I  Block S.O,110083,S.O,Non-Delivery,Delhi North,Delhi,Delhi,Delhi,North West Delhi,DELHI,011-27911299,NA,Ashok Vihar H.O,77.08810756666666,28.6925052,28.6925052,77.08810756666666
Mangolpuri N Block S.O,110083,S.O,Delivery,Delhi North,Delhi,Delhi,Delhi,North West Delhi,DELHI,011-27916753,NA,Ashok Vihar H.O,77.08810756666666,28.6925052,28.6925052,77.08810756666666
Mangolpuri S Block S.O,110083,S.O,Non-Delivery,Delhi North,Delhi,Delhi,NA,North West Delhi,DELHI,011-27918657,NA,Ashok Vihar H.O,77.08810756666666,28.6925052,28.6925052,77.08810756666666
Maurya Enclave S.O,110034,S.O,Non-Delivery,Delhi North,Delhi,Delhi,Delhi,North West Delhi,DELHI,011-27324060,NA,Ashok Vihar H.O,123.4090429,41.905721,41.905721,123.4090429
Model Town II S.O,110009,S.O,Non-Delivery,Delhi North,Delhi,Delhi,Delhi,North West Delhi,DELHI,011-27242545,NA,Ashok Vihar H.O,77.20492460714286,28.70736963214286,28.70736963214286,77.20492460714286
Model Town III S.O,110009,S.O,Non-Delivery,Delhi North,Delhi,Delhi,Delhi,North West Delhi,DELHI,011-27134972,NA,Ashok Vihar H.O,77.20492460714286,28.70736963214286,28.70736963214286,77.20492460714286
Mubarak Pur Dabas B.O,110081,B.O,Delivery,Delhi North,Delhi,Delhi,Delhi,North West Delhi,DELHI,NA,Kanjhawla S.O,Ashok Vihar H.O,77.00678976428571,28.718714621428575,28.718714621428575,77.00678976428571
Mukhmelpur B.O,110036,B.O,Non-Delivery,Delhi North,Delhi,Delhi,NA,North West Delhi,DELHI,NA,Alipur S.O,Ashok Vihar H.O,123.4007625,41.8314277,41.8314277,123.4007625
Mungeshpur B.O,110039,B.O,Delivery,Delhi North,Delhi,Delhi,Delhi,North West Delhi,DELHI,NA,Bawana S.O,Ashok Vihar H.O,77.04005747692307,28.798933269230773,28.798933269230773,77.04005747692307
N.S.Mandi S.O,110033,S.O,Delivery,Delhi North,Delhi,Delhi,Delhi,North West Delhi,DELHI,011-27676792,NA,Ashok Vihar H.O,77.16932301207243,28.72798128229376,28.72798128229376,77.16932301207243
Naharpur B.O,110085,B.O,Delivery,Delhi North,Delhi,Delhi,North West Delhi,North West Delhi,DELHI,NA,Rohini Sector-7 S.O,Ashok Vihar H.O,77.11515915833334,28.719704564880956,28.719704564880956,77.11515915833334
Nangal Poona B.O,110036,B.O,Non-Delivery,Delhi North,Delhi,Delhi,Delhi,North West Delhi,DELHI,NA,Alipur S.O,Ashok Vihar H.O,123.4007625,41.8314277,41.8314277,123.4007625
Nangal Thakran B.O,110039,B.O,Delivery,Delhi North,Delhi,Delhi,Delhi,North West Delhi,DELHI,NA,Bawana S.O,Ashok Vihar H.O,77.04005747692307,28.798933269230773,28.798933269230773,77.04005747692307
Narela S.O,110040,S.O,Delivery,Delhi North,Delhi,Delhi,Delhi,North West Delhi,DELHI,011-27787444,NA,Ashok Vihar H.O,77.08963523636363,28.84840086818182,28.84840086818182,77.08963523636363
Naya Bans B.O,110082,B.O,Delivery,Delhi North,Delhi,Delhi,Delhi,North West Delhi,DELHI,NA,Khera Kalan S.O,Ashok Vihar H.O,77.10231455,28.7916098,28.7916098,77.10231455
New Multan Nagar B.O,110056,B.O,Delivery,Delhi North,Delhi,Delhi,Delhi,North West Delhi,DELHI,NA,Shakur Basti Depot S.O,Ashok Vihar H.O,77.1066945,28.6800294,28.6800294,77.1066945
Nimri S.O,110052,S.O,Non-Delivery,Delhi North,Delhi,Delhi,Delhi,North West Delhi,DELHI,011-23657279,NA,Ashok Vihar H.O,77.1757339918919,28.682620454054053,28.682620454054053,77.1757339918919
Nirankari Colony S.O,110009,S.O,Non-Delivery,Delhi North,Delhi,Delhi,Delhi,North West Delhi,DELHI,011-27128514,NA,Ashok Vihar H.O,77.20492460714286,28.70736963214286,28.70736963214286,77.20492460714286
Nizampur B.O,110081,B.O,Delivery,Delhi North,Delhi,Delhi,Delhi,North West Delhi,DELHI,NA,Kanjhawla S.O,Ashok Vihar H.O,77.00678976428571,28.718714621428575,28.718714621428575,77.00678976428571
Onkar Nagar S.O,110035,S.O,Delivery,Delhi North,Delhi,Delhi,Delhi,North West Delhi,DELHI,011-27107618,NA,Ashok Vihar H.O,123.4635739,41.73350655,41.73350655,123.4635739
Padam Nagar S.O (North Delhi),110007,S.O,Non-Delivery,Delhi North,Delhi,Delhi,Delhi,North Delhi,DELHI,011-23690441,NA,Delhi G.P.O. ,77.20264765945946,28.68037181081081,28.68037181081081,77.20264765945946
Palla B.O,110036,B.O,Delivery,Delhi North,Delhi,Delhi,Delhi,North West Delhi,DELHI,NA,Alipur S.O,Ashok Vihar H.O,123.4007625,41.8314277,41.8314277,123.4007625
Patrachar Vidyalay S.O,110054,S.O,Non-Delivery,Delhi North,Delhi,Delhi,Delhi,North Delhi,DELHI,011-23817372,NA,Delhi G.P.O. ,77.222211552,28.684233368,28.684233368,77.222211552
Pehlad Pur B.O,110042,B.O,Delivery,Delhi North,Delhi,Delhi,Delhi,North West Delhi,DELHI,NA,Samai Pur S.O,Ashok Vihar H.O,123.4609231,41.7994048,41.7994048,123.4609231
Pooth Kalan B.O,110086,B.O,Delivery,Delhi North,Delhi,Delhi,Delhi,North West Delhi,DELHI,NA,Sultanpuri C Block S.O,Ashok Vihar H.O,77.06256106875,28.70416630625,28.70416630625,77.06256106875
Pooth Kalan Resettlement S.O,110086,S.O,Non-Delivery,Delhi North,Delhi,Delhi,NA,North West Delhi,DELHI,011-25482518,NA,Ashok Vihar H.O,77.06256106875,28.70416630625,28.70416630625,77.06256106875
Pooth Khurd B.O,110039,B.O,Delivery,Delhi North,Delhi,Delhi,Delhi,North West Delhi,DELHI,NA,Bawana S.O,Ashok Vihar H.O,77.04005747692307,28.798933269230773,28.798933269230773,77.04005747692307
Power House S.O,110035,S.O,Non-Delivery,Delhi North,Delhi,Delhi,Delhi,North West Delhi,DELHI,011-25178534,NA,Ashok Vihar H.O,123.4635739,41.73350655,41.73350655,123.4635739
Prashant Vihar S.O,110085,S.O,Non-Delivery,Delhi North,Delhi,Delhi,Delhi,North West Delhi,DELHI,011-27868764,NA,Ashok Vihar H.O,77.11515915833334,28.719704564880956,28.719704564880956,77.11515915833334
Prem Nagar B.O,110086,B.O,Delivery,Delhi North,Delhi,Delhi,Delhi,North West Delhi,DELHI,NA,Sultanpuri C Block S.O,Ashok Vihar H.O,77.06256106875,28.70416630625,28.70416630625,77.06256106875
Punjab Khor B.O,110081,B.O,Delivery,Delhi North,Delhi,Delhi,Delhi,North West Delhi,DELHI,NA,Kanjhawla S.O,Ashok Vihar H.O,77.00678976428571,28.718714621428575,28.718714621428575,77.00678976428571
Qutabagarh B.O,110039,B.O,Delivery,Delhi North,Delhi,Delhi,Delhi,North West Delhi,DELHI,NA,Bawana S.O,Ashok Vihar H.O,77.04005747692307,28.798933269230773,28.798933269230773,77.04005747692307
R.C.A.O. S.O,110007,S.O,Non-Delivery,Delhi North,Delhi,Delhi,Delhi,North Delhi,DELHI,011-23695447,NA,Delhi G.P.O. ,77.20264765945946,28.68037181081081,28.68037181081081,77.20264765945946
Rampura B.O,110035,B.O,Non-Delivery,Delhi North,Delhi,Delhi,Delhi,North West Delhi,DELHI,NA,Onkar Nagar S.O,Ashok Vihar H.O,123.4635739,41.73350655,41.73350655,123.4635739
Rana Pratap Bagh S.O,110007,S.O,Non-Delivery,Delhi North,Delhi,Delhi,NA,North Delhi,DELHI,011-27110607,NA,Delhi G.P.O. ,77.20264765945946,28.68037181081081,28.68037181081081,77.20264765945946
Rani Bagh S.O,110034,S.O,Non-Delivery,Delhi North,Delhi,Delhi,Delhi,North West Delhi,DELHI,011-27024553,NA,Ashok Vihar H.O,123.4090429,41.905721,41.905721,123.4090429
Rani Khera B.O,110081,B.O,Delivery,Delhi North,Delhi,Delhi,Delhi,North West Delhi,DELHI,NA,Kanjhawla S.O,Ashok Vihar H.O,77.00678976428571,28.718714621428575,28.718714621428575,77.00678976428571
Rithala B.O,110085,B.O,Non-Delivery,Delhi North,Delhi,Delhi,Delhi,North West Delhi,DELHI,NA,Rohini Sector 5 S.O,Ashok Vihar H.O,77.11515915833334,28.719704564880956,28.719704564880956,77.11515915833334
Rohini Courts S.O,110085,S.O,Non-Delivery,Delhi North,Delhi,Delhi,NA,North West Delhi,DELHI,011-27553151,NA,Ashok Vihar H.O,77.11515915833334,28.719704564880956,28.719704564880956,77.11515915833334
Rohini sec-11 S.O,110085,S.O,Non-Delivery,Delhi North,Delhi,Delhi,Delhi,North West Delhi,DELHI,NA,NA,Ashok Vihar H.O,77.11515915833334,28.719704564880956,28.719704564880956,77.11515915833334
Rohini Sector 15 S.O,110089,S.O,Delivery,Delhi North,Delhi,Delhi,NA,North West Delhi,DELHI,011-27296939,NA,Ashok Vihar H.O,77.12884555,28.728003165384614,28.728003165384614,77.12884555
Rohini Sector 5 S.O,110085,S.O,Non-Delivery,Delhi North,Delhi,Delhi,Delhi,North West Delhi,DELHI,011-27057686,NA,Ashok Vihar H.O,77.11515915833334,28.719704564880956,28.719704564880956,77.11515915833334
Rohini Sector-7 S.O,110085,S.O,Delivery,Delhi North,Delhi,Delhi,NA,North West Delhi,DELHI,011-27045682,NA,Ashok Vihar H.O,77.11515915833334,28.719704564880956,28.719704564880956,77.11515915833334
Roop Nagar S.O,110007,S.O,Non-Delivery,Delhi North,Delhi,Delhi,Delhi,North Delhi,DELHI,011-23848023,NA,Delhi G.P.O. ,77.20264765945946,28.68037181081081,28.68037181081081,77.20264765945946
Roshan Ara Road S.O,110007,S.O,Non-Delivery,Delhi North,Delhi,Delhi,Delhi,North Delhi,DELHI,011-23826718,NA,Delhi G.P.O. ,77.20264765945946,28.68037181081081,28.68037181081081,77.20264765945946
S.T. Road S.O,110006,S.O,Non-Delivery,Delhi North,Delhi,Delhi,Delhi,North Delhi,DELHI,NA,NA,Delhi G.P.O. ,77.22703611,28.655553936666667,28.655553936666667,77.22703611
Samai Pur S.O,110042,S.O,Delivery,Delhi North,Delhi,Delhi,Delhi,North West Delhi,DELHI,011-27834323,NA,Ashok Vihar H.O,123.4609231,41.7994048,41.7994048,123.4609231
Sanoth B.O B.O,110040,B.O,Delivery,Delhi North,Delhi,Delhi,Delhi,North West Delhi,DELHI,NA,Narela S.O,Ashok Vihar H.O,77.08963523636363,28.84840086818182,28.84840086818182,77.08963523636363
Sarai Rohilla S.O,110035,S.O,Non-Delivery,Delhi North,Delhi,Delhi,Delhi,North West Delhi,DELHI,011-23652631,NA,Ashok Vihar H.O,123.4635739,41.73350655,41.73350655,123.4635739
Saraswati Vihar S.O,110034,S.O,Delivery,Delhi North,Delhi,Delhi,Delhi,North West Delhi,DELHI,011-27021361,NA,Ashok Vihar H.O,123.4090429,41.905721,41.905721,123.4090429
Satyawati Nagar S.O,110052,S.O,Non-Delivery,Delhi North,Delhi,Delhi,Delhi,North West Delhi,DELHI,011-27254051,NA,Ashok Vihar H.O,77.1757339918919,28.682620454054053,28.682620454054053,77.1757339918919
Shahbad Daulatpur B.O,110042,B.O,Delivery,Delhi North,Delhi,Delhi,Delhi,North West Delhi,DELHI,NA,Samai Pur S.O,Ashok Vihar H.O,123.4609231,41.7994048,41.7994048,123.4609231
Shakti Nagar S.O (North Delhi),110007,S.O,Non-Delivery,Delhi North,Delhi,Delhi,Delhi,North Delhi,DELHI,011-23841294,NA,Delhi G.P.O. ,77.20264765945946,28.68037181081081,28.68037181081081,77.20264765945946
Shakur Basti Depot S.O,110056,S.O,Delivery,Delhi North,Delhi,Delhi,Delhi,North West Delhi,DELHI,011-25291919,NA,Ashok Vihar H.O,77.1066945,28.6800294,28.6800294,77.1066945
Shakur Pur I  Block S.O,110034,S.O,Non-Delivery,Delhi North,Delhi,Delhi,Delhi,North West Delhi,DELHI,011-27187495,NA,Ashok Vihar H.O,123.4090429,41.905721,41.905721,123.4090429
Shakurbasti Rs S.O,110034,S.O,Non-Delivery,Delhi North,Delhi,Delhi,Delhi,North West Delhi,DELHI,011-27020885,NA,Ashok Vihar H.O,123.4090429,41.905721,41.905721,123.4090429
Shalamar B.O,110088,B.O,Delivery,Delhi North,Delhi,Delhi,Delhi,North West Delhi,DELHI,NA,Shalimar Bagh S.O (North West Delhi),Ashok Vihar H.O,77.16384273207548,28.7092163,28.7092163,77.16384273207548
Shalimar Bagh S.O (North West Delhi),110088,S.O,Delivery,Delhi North,Delhi,Delhi,Delhi,North West Delhi,DELHI,011-27484652,NA,Ashok Vihar H.O,77.16384273207548,28.7092163,28.7092163,77.16384273207548
Shastri Nagar S.O (North West Delhi),110052,S.O,Non-Delivery,Delhi North,Delhi,Delhi,Delhi,North West Delhi,DELHI,011-23640955,NA,Ashok Vihar H.O,77.1757339918919,28.682620454054053,28.682620454054053,77.1757339918919
Singhu B.O,110040,B.O,Delivery,Delhi North,Delhi,Delhi,Delhi,North West Delhi,DELHI,NA,Narela S.O,Ashok Vihar H.O,77.08963523636363,28.84840086818182,28.84840086818182,77.08963523636363
Siraspur B.O,110042,B.O,Delivery,Delhi North,Delhi,Delhi,Delhi,North West Delhi,DELHI,NA,Samai Pur S.O,Ashok Vihar H.O,123.4609231,41.7994048,41.7994048,123.4609231
Sri Nagar Colony S.O,110034,S.O,Non-Delivery,Delhi North,Delhi,Delhi,Delhi,North West Delhi,DELHI,011-27199835,NA,Ashok Vihar H.O,123.4090429,41.905721,41.905721,123.4090429
Sultanpuri B Block S.O,110086,S.O,Non-Delivery,Delhi North,Delhi,Delhi,Delhi,North West Delhi,DELHI,011-25482008,NA,Ashok Vihar H.O,77.06256106875,28.70416630625,28.70416630625,77.06256106875
Sultanpuri C Block S.O,110086,S.O,Delivery,Delhi North,Delhi,Delhi,Delhi,North West Delhi,DELHI,011-25482296,NA,Ashok Vihar H.O,77.06256106875,28.70416630625,28.70416630625,77.06256106875
Sultanpuri F Block S.O,110086,S.O,Non-Delivery,Delhi North,Delhi,Delhi,Delhi,North West Delhi,DELHI,011-25186845,NA,Ashok Vihar H.O,77.06256106875,28.70416630625,28.70416630625,77.06256106875
Tajpur Kalan B.O,110036,B.O,Delivery,Delhi North,Delhi,Delhi,Delhi,North West Delhi,DELHI,NA,Alipur S.O,Ashok Vihar H.O,123.4007625,41.8314277,41.8314277,123.4007625
Tikri Khurd B.O,110040,B.O,Delivery,Delhi North,Delhi,Delhi,Delhi,North West Delhi,DELHI,NA,Narela S.O,Ashok Vihar H.O,77.08963523636363,28.84840086818182,28.84840086818182,77.08963523636363
Timarpur S.O,110054,S.O,Non-Delivery,Delhi North,Delhi,Delhi,Delhi,North Delhi,DELHI,011-23815077,NA,Delhi G.P.O. ,77.222211552,28.684233368,28.684233368,77.222211552
Wazir Pur III S.O,110052,S.O,Non-Delivery,Delhi North,Delhi,Delhi,Delhi,North West Delhi,DELHI,011-27305457,NA,Ashok Vihar H.O,77.1757339918919,28.682620454054053,28.682620454054053,77.1757339918919
Wazirabad Village S.O,110084,S.O,Non-Delivery,Delhi North,Delhi,Delhi,North,North Delhi,DELHI,011-27651565,NA,Delhi G.P.O. ,77.20272625714286,28.73904674285714,28.73904674285714,77.20272625714286
A.G.C.R. S.O,110002,S.O,Non-Delivery,New Delhi Central,Delhi,Delhi,New Delhi,Central Delhi,DELHI,011-23702285,NA,Indraprastha H.O,77.23884150810811,28.63912915675676,28.63912915675676,77.23884150810811
A.K.Market S.O,110055,S.O,Non-Delivery,New Delhi Central,Delhi,Delhi,New Delhi,Central Delhi,DELHI,011-23588870,NA,New Delhi G.P.O. ,77.21216784705882,28.643539864705886,28.643539864705886,77.21216784705882
Ajmeri Gate Extn. S.O,110002,S.O,Non-Delivery,New Delhi Central,Delhi,Delhi,New Delhi,Central Delhi,DELHI,011-23230869,NA,Indraprastha H.O,77.23884150810811,28.63912915675676,28.63912915675676,77.23884150810811
Anand Parbat Indl. Area S.O,110005,S.O,Non-Delivery,New Delhi Central,Delhi,Delhi,New Delhi,Central Delhi,DELHI,011-28762297,NA,New Delhi G.P.O. ,77.19966678148148,28.869741833333332,28.869741833333332,77.19966678148148
Anand Parbat S.O,110005,S.O,Non-Delivery,New Delhi Central,Delhi,Delhi,New Delhi,Central Delhi,DELHI,011-28763724,NA,New Delhi G.P.O. ,77.19966678148148,28.869741833333332,28.869741833333332,77.19966678148148
Bank Street S.O (Central Delhi),110005,S.O,Non-Delivery,New Delhi Central,Delhi,Delhi,New Delhi,Central Delhi,DELHI,011-28751331,NA,New Delhi G.P.O. ,77.19966678148148,28.869741833333332,28.869741833333332,77.19966678148148
Baroda House S.O,110001,S.O,Non-Delivery,New Delhi Central,Delhi,Delhi,New Delhi,Central Delhi,DELHI,011-23388895,NA,Indraprastha H.O,123.41831955714285,41.76130522857143,41.76130522857143,123.41831955714285
Bengali Market S.O,110001,S.O,Non-Delivery,New Delhi Central,Delhi,Delhi,New Delhi,Central Delhi,DELHI,011-23715746,NA,Sansad Marg H.O,123.41831955714285,41.76130522857143,41.76130522857143,123.41831955714285
Bhagat Singh Market S.O,110001,S.O,Non-Delivery,New Delhi Central,Delhi,Delhi,New Delhi,Central Delhi,DELHI,011-23364908,NA,New Delhi G.P.O. ,123.41831955714285,41.76130522857143,41.76130522857143,123.41831955714285
Connaught Place S.O,110001,S.O,Non-Delivery,New Delhi Central,Delhi,Delhi,New Delhi,Central Delhi,DELHI,011-23324214,NA,Sansad Marg H.O,123.41831955714285,41.76130522857143,41.76130522857143,123.41831955714285
Constitution House S.O,110001,S.O,Non-Delivery,New Delhi Central,Delhi,Delhi,New Delhi,Central Delhi,DELHI,011-23385596,NA,Sansad Marg H.O,123.41831955714285,41.76130522857143,41.76130522857143,123.41831955714285
Dada Ghosh Bhawan S.O,110008,S.O,Non-Delivery,New Delhi Central,Delhi,Delhi,New Delhi,Central Delhi,DELHI,011-25708621,NA,New Delhi G.P.O. ,77.161141575,28.643005791666667,28.643005791666667,77.161141575
Darya Ganj S.O,110002,S.O,Non-Delivery,New Delhi Central,Delhi,Delhi,New Delhi,Central Delhi,DELHI,011-23270881,NA,Indraprastha H.O,77.23884150810811,28.63912915675676,28.63912915675676,77.23884150810811
Delhi High Court Extension Counter S.O,110003,S.O,Non-Delivery,New Delhi Central,Delhi,Delhi,Delhi,Central Delhi,DELHI,NA,NA,Indraprastha H.O,123.41163545,41.7810892,41.7810892,123.41163545
Delhi High Court S.O,110003,S.O,Non-Delivery,New Delhi Central,Delhi,Delhi,New Delhi,Central Delhi,DELHI,011-23388728,NA,Indraprastha H.O,123.41163545,41.7810892,41.7810892,123.41163545
Desh Bandhu Gupta Road S.O,110005,S.O,Non-Delivery,New Delhi Central,Delhi,Delhi,New Delhi,Central Delhi,DELHI,011-28723522,NA,New Delhi G.P.O. ,77.19966678148148,28.869741833333332,28.869741833333332,77.19966678148148
Election Commission S.O,110001,S.O,Non-Delivery,New Delhi Central,Delhi,Delhi,New Delhi,Central Delhi,DELHI,011-23718166,NA,Sansad Marg H.O,123.41831955714285,41.76130522857143,41.76130522857143,123.41831955714285
Gandhi Smarak Nidhi S.O,110002,S.O,Non-Delivery,New Delhi Central,Delhi,Delhi,New Delhi,Central Delhi,DELHI,011-23312369,NA,Indraprastha H.O,77.23884150810811,28.63912915675676,28.63912915675676,77.23884150810811
Guru Gobind Singh Marg S.O,110005,S.O,Non-Delivery,New Delhi Central,Delhi,Delhi,New Delhi,Central Delhi,DELHI,011-28713522,NA,New Delhi G.P.O. ,77.19966678148148,28.869741833333332,28.869741833333332,77.19966678148148
Hauz Qazi S.O,110006,S.O,Non-Delivery,New Delhi Central,Delhi,Delhi,Delhi,Central Delhi,DELHI,011-23278976,NA,Indraprastha H.O,77.22703611,28.655553936666667,28.655553936666667,77.22703611
I.A.R.I. S.O,110012,S.O,Delivery,New Delhi Central,Delhi,Delhi,New Delhi,Central Delhi,DELHI,011-25849036,NA,New Delhi G.P.O. ,77.15414324285715,28.636963614285712,28.636963614285712,77.15414324285715
I.P.Estate S.O,110002,S.O,Non-Delivery,New Delhi Central,Delhi,Delhi,New Delhi,Central Delhi,DELHI,011-23370279,NA,Indraprastha H.O,77.23884150810811,28.63912915675676,28.63912915675676,77.23884150810811
Inderpuri S.O,110012,S.O,Non-Delivery,New Delhi Central,Delhi,Delhi,New Delhi,Central Delhi,DELHI,011-25833606,NA,New Delhi G.P.O. ,77.15414324285715,28.636963614285712,28.636963614285712,77.15414324285715
Indraprastha H.O,110002,H.O,Delivery,New Delhi Central,Delhi,Delhi,New Delhi,Central Delhi,DELHI,011-23236795,NA,NA,77.23884150810811,28.63912915675676,28.63912915675676,77.23884150810811
Jama Masjid S.O,110006,S.O,Non-Delivery,New Delhi Central,Delhi,Delhi,Delhi,Central Delhi,DELHI,011-23278981,NA,Indraprastha H.O,77.22703611,28.655553936666667,28.655553936666667,77.22703611
Janpath S.O,110001,S.O,Non-Delivery,New Delhi Central,Delhi,Delhi,New Delhi,Central Delhi,DELHI,011-23314430,NA,Sansad Marg H.O,123.41831955714285,41.76130522857143,41.76130522857143,123.41831955714285
Karol Bagh S.O,110005,S.O,Delivery,New Delhi Central,Delhi,Delhi,New Delhi,Central Delhi,DELHI,011-28752040,NA,New Delhi G.P.O. ,77.19966678148148,28.869741833333332,28.869741833333332,77.19966678148148
Krishi Bhawan S.O,110001,S.O,Non-Delivery,New Delhi Central,Delhi,Delhi,New Delhi,Central Delhi,DELHI,011-23385584,NA,Sansad Marg H.O,123.41831955714285,41.76130522857143,41.76130522857143,123.41831955714285
Lady Harding Medical College S.O,110001,S.O,Non-Delivery,New Delhi Central,Delhi,Delhi,New Delhi,Central Delhi,DELHI,011-23745547,NA,Sansad Marg H.O,123.41831955714285,41.76130522857143,41.76130522857143,123.41831955714285
Master Prithvi Nath Marg S.O,110005,S.O,Non-Delivery,New Delhi Central,Delhi,Delhi,New Delhi,Central Delhi,DELHI,011-23524128,NA,New Delhi G.P.O. ,77.19966678148148,28.869741833333332,28.869741833333332,77.19966678148148
Minto Road S.O,110002,S.O,Non-Delivery,New Delhi Central,Delhi,Delhi,New Delhi,Central Delhi,DELHI,011-23235048,NA,Indraprastha H.O,77.23884150810811,28.63912915675676,28.63912915675676,77.23884150810811
Multani Dhanda S.O,110055,S.O,Non-Delivery,New Delhi Central,Delhi,Delhi,New Delhi,Central Delhi,DELHI,011-23615857,NA,New Delhi G.P.O. ,77.21216784705882,28.643539864705886,28.643539864705886,77.21216784705882
